,학년,반,이수구분,영역,수업번호,학수번호,(변경전)교과목명,교과목명,과목안내,희망신청,공학인증구분,학위과정,교강사,학점,강의,실습,강좌유형,수강정원,수업시간,강의실,이수제한여부,과목상세정보,설강학과,권장학과
10,2,2,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",경제학부,커리어개발센터
11,2,3,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",경영학부,커리어개발센터
12,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",경영학부,커리어개발센터
13,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",로봇공학과,커리어개발센터
14,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",서피스·인테리어디자인학과,커리어개발센터
15,2,2,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",광고홍보학과,커리어개발센터
16,2,4,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",전자공학부,커리어개발센터
17,2,2,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",전자공학부,커리어개발센터
18,2,2,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",재료화학공학과,커리어개발센터
19,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",무용예술학과,커리어개발센터
20,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",스포츠코칭전공,커리어개발센터
21,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",컴퓨터전공,커리어개발센터
22,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",디자인테크놀로지전공,커리어개발센터
23,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",미디어테크놀로지전공,커리어개발센터
24,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",응용물리학과,커리어개발센터
25,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",나노광전자학과,커리어개발센터
26,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",해양융합공학과,커리어개발센터
27,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",프랑스학과,커리어개발센터
28,2,1,기초필수,영역없음,22167,VCC2001,PBL과취창업을위한진로탐색,IC-PBL과취창업을위한진로탐색,,,Y,학사,유제흥,1,1,0,일반,2500,시간미지정강좌, ,O,"IC-PBL.,교내E-러닝A",산업디자인학과,커리어개발센터
29,2,1,기초필수,영역없음,22172,ARE2020,,건축공학설계,,,Y,학사,김성희,3,2,2,일반,34,금(09:00-11:00)금(11:00-13:00)," 비지정(ERICA), 비지정(ERICA)",O,,건축공학전공,건축공학전공
30,2,1,기초필수,영역없음,22342,ECO2018,,경제통계학,,,N,학사,황영진,3,3,0,일반,50,화(13:00-14:30)수(10:30-12:00),"ERICA 경상관 201 강의실,ERICA 경상관 308 강의실(대단위)",O,영어전용E,경제학부,경제학부
31,2,1,기초필수,영역없음,22565,COE3051,,공업수학1,,,Y,학사,신규식,3,3,0,일반,55,월(09:00-10:30)수(09:00-10:30),"ERICA 제1공학관 202 강의실,ERICA 제1공학관 202 강의실",O,,로봇공학과,로봇공학과
32,2,1,기초필수,영역없음,22790,COE3051,,공업수학1,,,Y,학사,심상완,3,3,0,일반,50,월(13:00-14:30)수(15:00-16:30),"ERICA 제1공학관 403 강의실,ERICA 제1공학관 403 강의실",O,,전자공학부,전자공학부
33,2,3,기초필수,영역없음,22792,COE3051,,공업수학1,,,Y,학사,이주현,3,3,0,일반,50,월(15:00-17:00),"ERICA 제1공학관 401 강의실,  ",O,SMART-F,전자공학부,전자공학부
34,2,1,기초필수,영역없음,22899,CHE2001,,공업물리화학1,,,Y,학사,김종호,3,3,0,일반,60,월(09:30-11:00)화(13:00-14:30),"ERICA 제1공학관 204 강의실,ERICA 제1공학관 507 강의실",O,영어전용E,재료화학공학과,재료화학공학과
35,2,1,기초필수,영역없음,22913,COE3051,,공업수학1,,,Y,학사,이화성,3,3,0,일반,60,월(16:00-17:30)목(09:00-10:30),"ERICA 제1공학관 203 강의실,ERICA 제1공학관 203 강의실",O,영어전용E,재료화학공학과,재료화학공학과
36,2,1,기초필수,영역없음,23034,COE3051,,공업수학1,,,Y,학사,곽동엽,3,3,0,일반,50,월(15:00-16:30)시간미지정강좌월(16:30-17:00),"ERICA 제2공학관 건설환경플랜트공학과 대학원세미나실,  ,ERICA 제2공학관 건설환경플랜트공학과 대학원세미나실",O,"영어전용E,SMART-F",건설환경공학과,건설환경공학과
37,2,1,기초필수,영역없음,23082,MAT4073,,확률론,,,Y,학사,이정규,3,3,0,일반,60,월(13:00-14:30)수(15:00-16:30),"ERICA 제1공학관 503 강의실,ERICA 제1공학관 503 강의실",O,,컴퓨터전공,컴퓨터전공
38,2,2,기초필수,영역없음,23961,COE3052,,공업수학2,,,Y,학사,강수준,3,3,0,일반,60,월(10:30-12:00)수(09:00-10:30)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과
39,2,2,기초필수,영역없음,23962,COE3052,,공업수학2,,,Y,학사,최낙삼,3,3,0,일반,60,월(14:30-16:00)화(14:30-16:00),"ERICA 제1공학관 409 강의실,ERICA 제1공학관 409 강의실",O,,기계공학과,기계공학과
40,2,1,기초필수,영역없음,24531,MAT4073,,확률론,,,Y,학사,이정규,3,3,0,일반,60,월(14:30-16:00)수(10:30-12:00),"ERICA 제1공학관 503 강의실,ERICA 제1공학관 503 강의실",O,,컴퓨터전공,컴퓨터전공
41,2,1,기초필수,영역없음,24531,MAT4073,,확률론,,,Y,학사,이정규,3,3,0,일반,60,월(14:30-16:00)수(10:30-12:00),"ERICA 제1공학관 503 강의실,ERICA 제1공학관 503 강의실",O,,컴퓨터전공,컴퓨터전공
42,,,전공기초,영역없음,20003,BUS1005,,경영통계분석1,경영클러스터영역,,N,학사,박현지,3,3,0,일반,80,목(09:00-10:30)목(10:30-12:00),"ERICA 경상관 206 강의실(대단위),ERICA 경상관 206 강의실(대단위)",O,,ERICA 대학,경영학부
43,1,1,전공기초,영역없음,23428,MUS1000,,시창·청음1,,,N,학사,유정연,2,0,2,일반,40,화(13:00-15:00),ERICA 실용음악관 강의실,O,,실용음악학과,실용음악학과
44,1,1,전공기초,영역없음,23432,MUS1005,,실용음악이론,,,N,학사,유정연,2,2,0,일반,40,화(15:00-17:00),ERICA 실용음악관 강의실,O,,실용음악학과,실용음악학과
45,1,2,전공기초,영역없음,23443,GEN0063,,일반물리학1,,,Y,학사,하동훈,3,3,0,일반,40,월(13:00-14:30)수(15:00-16:30),"ERICA 제1학술관 102 강의실,ERICA 제1학술관 102 강의실",O,,기계공학과,응용물리학과
46,1,1,전공기초,영역없음,23444,GEN0066,,일반물리학실험1,,,Y,학사,심종인,1,0,2,일반,40,화(09:00-11:00),ERICA 제2과학기술관 일반물리실험실2,O,,기계공학과,응용물리학과
47,1,1,전공기초,영역없음,23446,GEN0068,,일반화학1,,,Y,학사,김용신,3,3,0,일반,60,화(13:30-15:00)목(13:30-15:00),"ERICA 제2공학관 425 강의실,ERICA 제2공학관 425 강의실",O,,기계공학과,화학분자공학과
48,1,1,전공기초,영역없음,23448,GEN2052,,미분적분학1,,,Y,학사,한정순,3,3,0,일반,60,월(10:30-12:00)목(10:30-12:00),"ERICA 제1공학관 409 강의실,ERICA 제1공학관 409 강의실",O,,기계공학과,응용수학과
49,1,1,전공기초,영역없음,23450,MEE1010,,기계공학개론,,,Y,학사,최준명,2,2,0,옴니버스,250,화(17:30-19:30), 비지정(ERICA),O,,기계공학과,기계공학과
50,1,1,전공기초,영역없음,23456,GEN0063,,일반물리학1,,,Y,학사,김종복,3,3,0,일반,40,수(10:30-12:00)목(14:30-16:00),"ERICA 제1공학관 409 강의실,ERICA 제1공학관 409 강의실",O,,산업경영공학과,응용물리학과
51,1,1,전공기초,영역없음,23458,INE1014,,산업경영공학개론,,,N,학사,강창욱,3,3,0,일반,40,월(16:00-17:30)수(15:00-16:30),"ERICA 제1공학관 502 강의실,ERICA 제1공학관 507 강의실",O,,산업경영공학과,산업경영공학과
52,1,1,전공기초,영역없음,23463,GEN0066,,일반물리학실험1,,,Y,학사,김수은,1,0,2,일반,40,금(11:00-13:00),ERICA 제2과학기술관 일반물리실험실1,O,,생명나노공학과,응용물리학과
53,1,1,전공기초,영역없음,23465,GEN0070,,일반화학실험1,,,Y,학사,박경호,1,0,2,일반,50,금(14:00-16:00),ERICA 제2과학기술관 일반화학실험실1,O,,생명나노공학과,화학분자공학과
54,1,1,전공기초,영역없음,23467,GEN2052,,미분적분학1,,,Y,학사,최성경,3,3,0,일반,40,화(09:00-10:30)목(10:30-12:00),"ERICA 제1공학관 508 강의실,ERICA 제1공학관 508 강의실",O,,생명나노공학과,응용수학과
55,1,1,전공기초,영역없음,23473,GEN0066,,일반물리학실험1,,,Y,학사,오혜근,1,0,2,일반,35,월(09:00-11:00),ERICA 제2과학기술관 일반물리실험실2,O,,교통·물류공학과,응용물리학과
56,1,1,전공기초,영역없음,23475,GEN2052,,미분적분학1,,,Y,학사,이은주,3,3,0,일반,35,화(10:30-12:00)목(14:30-16:00),"ERICA 제2공학관 401 강의실,ERICA 제2공학관 401 강의실",O,,교통·물류공학과,응용수학과
57,1,1,전공기초,영역없음,23477,ARE1002,,건축제도,,,Y,학사,김동욱,4,0,8,일반,10,금(13:00-17:00)금(17:00-21:00)," 비지정(ERICA), 비지정(ERICA)",O,,건축학부,건축학부
58,1,2,전공기초,영역없음,23480,ARE1007,,건축개론,,,Y,학사,조준영,3,3,0,일반,40,수(10:30-12:00)금(10:30-12:00)," 비지정(ERICA), 비지정(ERICA)",O,,건축학부,건축학부
59,1,1,전공기초,영역없음,23489,GEN2052,,미분적분학1,학과반(1학년) 1반 동일 =,,Y,학사,왕문옥,3,3,0,일반,33,월(13:00-14:30)화(13:00-14:30),"ERICA 제2공학관 402 강의실,ERICA 제2공학관 402 강의실",O,,건축학부,응용수학과
60,1,1,전공기초,영역없음,23495,KOR2001,,국문학개론,,,N,학사,김상진,3,3,0,일반,30,수(15:00-16:30)수(16:30-18:00),"ERICA 국제문화관 116 강의실,ERICA 국제문화관 116 강의실",O,IC-PBL.,한국언어문학과,한국언어문학과
61,1,1,전공기초,영역없음,23498,DCC1010,,문화콘텐츠의기초,,,N,학사,김치호,3,3,0,일반,40,목(10:30-12:00)금(10:30-12:00),"ERICA 국제문화관 122 강의실,ERICA 국제문화관 122 강의실",O,IC-PBL.,문화콘텐츠학과,문화콘텐츠학과
62,1,1,전공기초,영역없음,23500,DCC2001,,창의적발상법,,,N,학사,강다해,3,3,0,일반,30,화(10:00-11:30)화(11:30-13:00),"ERICA 국제문화관 201 강의실,ERICA 국제문화관 201 강의실",O,,문화콘텐츠학과,문화콘텐츠학과
63,1,1,전공기초,영역없음,23505,CHI1048,,중국인의삶과생각,국적 중국 제외 ˂˃,,N,학사,이경원,2,2,0,일반,20,화(11:00-13:00),ERICA 국제문화관 116 강의실,O,,중국학과,중국학과
64,1,2,전공기초,영역없음,23509,ENG2001,,영어회화1,,,N,학사,Oronzo Antonio Venturoso,3,3,0,일반,25,월(14:30-16:00)화(14:30-16:00),"ERICA 국제문화관 212 강의실(원탁),ERICA 국제문화관 212 강의실(원탁)",O,영어전용E,영미언어·문화학과,영미언어·문화학과
65,1,1,전공기초,영역없음,23511,GEN0016,,초급영문독해,,,N,학사,황주현,3,3,0,일반,25,월(10:30-12:00)목(16:00-17:30),"ERICA 국제문화관 211 강의실,ERICA 국제문화관 204 강의실(일본언어문화학과)",O,,영미언어·문화학과,영미언어·문화학과
66,1,1,전공기초,영역없음,23517,ANT1015,,고고학의세계,,,N,학사,최경철,3,3,0,일반,40,화(10:30-12:00)목(14:00-15:30),"ERICA 국제문화관 323 강의실(문화인류학과),ERICA 국제문화관 323 강의실(문화인류학과)",O,,문화인류학과,문화인류학과
67,1,1,전공기초,영역없음,23521,GEN0044,,경영학원론,학과반(1학년) 1반 동일 =,,N,학사,민현구,3,3,0,일반,40,화(09:00-10:30)화(10:30-12:00),"ERICA 경상관 202 강의실,ERICA 경상관 202 강의실",O,,경제학부,경제학부
68,1,1,전공기초,영역없음,23523,GEN0059,,경제원론1,학과반(1학년) 1반 동일 =,,N,학사,윤인하,3,3,0,일반,45,월(14:30-16:00)금(13:00-14:30),"ERICA 경상관 301 강의실(대단위계단식),ERICA 경상관 301 강의실(대단위계단식)",O,영어전용E,경제학부,경제학부
69,1,1,전공기초,영역없음,23529,BUS1005,,경영통계분석1,학과반(1학년) 1반 동일 =,,N,학사,백승현,3,3,0,일반,50,화(14:30-16:00)수(15:00-16:30),"ERICA 경상관 204 강의실,ERICA 경상관 206 강의실(대단위)",O,,경영학부,경영학부
70,1,3,전공기초,영역없음,23531,BUS1005,,경영통계분석1,학과반(1학년) 3반 동일 =,,N,학사,박근완,3,3,0,일반,50,목(09:00-10:30)목(10:30-12:00),"ERICA 경상관 202 강의실,ERICA 경상관 202 강의실",O,,경영학부,경영학부
71,1,2,전공기초,영역없음,23533,GEN0044,,경영학원론,학과반(1학년) 2반 동일 =,,N,학사,박경원,3,3,0,일반,60,월(15:00-16:30)수(15:00-16:30),"ERICA 경상관 201 강의실,ERICA 경상관 202 강의실",O,,경영학부,경영학부
72,1,1,전공기초,영역없음,23535,GEN0059,,경제원론1,학과반(1학년) 1반 동일 =,,N,학사,윤인하,3,3,0,일반,50,월(13:00-14:30)목(13:00-14:30),"ERICA 경상관 301 강의실(대단위계단식),ERICA 경상관 301 강의실(대단위계단식)",O,영어전용E,경영학부,경영학부
73,1,3,전공기초,영역없음,23537,GEN0059,,경제원론1,학과반(1학년) 3반 동일 =,,N,학사,백종성,3,3,0,일반,50,월(13:00-14:30)월(14:30-16:00),"ERICA 경상관 306 강의실,ERICA 경상관 306 강의실",O,,경영학부,경영학부
74,1,1,전공기초,영역없음,23548,ACT2006,,계리프로그래밍1,,,N,학사,,3,2,1,일반,40,수(15:00-17:00)수(17:00-18:00),"ERICA 경상관 제2멀티미디어실(210호),ERICA 경상관 제2멀티미디어실(210호)",O,,보험계리학과,보험계리학과
75,1,1,전공기초,영역없음,23557,GEN0063,,일반물리학1,,,Y,학사,장지수,3,3,0,일반,40,월(09:00-10:30)수(09:00-10:30),"ERICA 제1공학관 503 강의실,ERICA 제1공학관 503 강의실",O,,로봇공학과,응용물리학과
76,1,1,전공기초,영역없음,23559,GEN2052,,미분적분학1,,,Y,학사,안중현,3,3,0,일반,40,화(10:30-12:00)목(09:00-10:30),"ERICA 제1공학관 508 강의실,ERICA 제1공학관 508 강의실",O,,로봇공학과,응용수학과
77,1,1,전공기초,영역없음,23563,CSE1017,,프로그래밍기초,,,N,학사,이상훈,3,3,0,일반,47,토(13:00-14:30)토(14:30-16:00),"ERICA 제1공학관 306호 CAD실(기계),ERICA 제1공학관 306호 CAD실(기계)",O,,융합공학과,융합공학과
78,1,1,전공기초,영역없음,23565,IEN1007,,미분수학,,,N,학사,민웅규,3,3,0,일반,47,화(19:00-20:30)화(20:30-22:00),"ERICA 제1공학관 302 강의실,ERICA 제1공학관 302 강의실",O,,융합공학과,융합공학과
79,1,1,전공기초,영역없음,23569,ACC1001,,회계정보의이해1,,,N,학사,권신형,3,3,0,일반,70,목(19:00-20:30)목(20:30-22:00),"ERICA 경상관 301 강의실(대단위계단식),ERICA 경상관 301 강의실(대단위계단식)",O,,회계세무학과,회계세무학과
80,1,1,전공기초,영역없음,23571,GEN0059,,경제원론1,,,N,학사,최미호,3,3,0,일반,73,토(10:00-11:30)토(11:30-13:00),"ERICA 경상관 301 강의실(대단위계단식),ERICA 경상관 301 강의실(대단위계단식)",O,,회계세무학과,회계세무학과
81,1,1,전공기초,영역없음,23576,I-D3088,,패션일러스트레이션,,,N,학사,이영재,2,0,2,일반,18,목(14:00-16:00),ERICA PBL 강의실 1(106호),O,,주얼리·패션디자인학과,주얼리·패션디자인학과
82,1,1,전공기초,영역없음,23578,JFD1002,,패션그래픽,,,N,학사,표재연,3,0,3,일반,22,수(10:00-13:00),ERICA 컴퓨터응용디자인실(E 208),O,,주얼리·패션디자인학과,주얼리·패션디자인학과
83,1,1,전공기초,영역없음,23590,GEN0063,,일반물리학1,,,Y,학사,하동훈,3,3,0,일반,35,화(09:00-10:30)목(09:00-10:30),"ERICA 제1공학관 401 강의실,ERICA 제1공학관 401 강의실",O,,국방정보공학과,응용물리학과
84,1,1,전공기초,영역없음,23592,GEN2052,,미분적분학1,,,Y,학사,송종철,3,3,0,일반,35,월(09:00-10:30)금(09:00-10:30),"ERICA 제1공학관 508 강의실,ERICA 제1공학관 508 강의실",O,,국방정보공학과,응용수학과
85,1,1,전공기초,영역없음,23596,APR1004,,커뮤니케이션론,,,N,학사,이상록,3,3,0,일반,40,화(10:00-11:30)화(11:30-13:00),"ERICA 언론정보관 301강의실,ERICA 언론정보관 301강의실",O,,광고홍보학과,광고홍보학과
86,1,1,전공기초,영역없음,23598,APR2013,,광고원론,,,N,학사,최윤슬,3,3,0,일반,35,화(14:00-15:30)화(15:30-17:00),"ERICA 언론정보관 301강의실,ERICA 언론정보관 301강의실",O,,광고홍보학과,광고홍보학과
87,1,1,전공기초,영역없음,23616,GEN0063,,일반물리학1,학과반(1학년) 1반 동일 =,,Y,학사,안일신,3,3,0,일반,42,화(09:00-10:30)금(09:00-10:30),"ERICA 제1공학관 503 강의실,ERICA 제1공학관 503 강의실",O,,전자공학부,응용물리학과
88,1,3,전공기초,영역없음,23618,GEN0063,,일반물리학1,학과반(1학년) 3반 동일 =,,Y,학사,김민수,3,3,0,일반,42,화(09:00-10:30)금(09:00-10:30),"ERICA 제1공학관 509 강의실,ERICA 제1공학관 509 강의실",O,,전자공학부,응용물리학과
89,1,1,전공기초,영역없음,23620,GEN0066,,일반물리학실험1,학과반(1학년) 1반 동일 =,,Y,학사,정희준,1,0,2,일반,42,월(15:00-17:00),ERICA 제2과학기술관 일반물리실험실2,O,,전자공학부,응용물리학과
90,1,3,전공기초,영역없음,23622,GEN0066,,일반물리학실험1,학과반(1학년) 3반 동일 =,,Y,학사,권영헌,1,0,2,일반,42,목(09:00-11:00),ERICA 제2과학기술관 일반물리실험실2,O,,전자공학부,응용물리학과
91,1,1,전공기초,영역없음,23624,GEN2052,,미분적분학1,학과반(1학년) 1반 동일 =,,Y,학사,이은주,3,3,0,일반,42,화(13:00-14:30)목(13:00-14:30),"ERICA 제1공학관 508 강의실,ERICA 제1공학관 508 강의실",O,,전자공학부,응용수학과
92,1,3,전공기초,영역없음,23626,GEN2052,,미분적분학1,학과반(1학년) 3반 동일 =,,Y,학사,장우성,3,3,0,일반,42,화(10:30-12:00)목(13:00-14:30),"ERICA 제1공학관 409 강의실,ERICA 제1공학관 409 강의실",O,,전자공학부,응용수학과
93,1,1,전공기초,영역없음,23638,GEN0063,,일반물리학1,,,Y,학사,김민수,3,3,0,일반,53,화(13:30-15:00)금(10:30-12:00),"ERICA 제2과학기술관 511 강의실,ERICA 제2과학기술관 511 강의실",O,,재료화학공학과,응용물리학과
94,1,1,전공기초,영역없음,23640,GEN0066,,일반물리학실험1,,,Y,학사,정희준,1,0,2,일반,53,화(11:00-13:00),ERICA 제2과학기술관 일반물리실험실2,O,,재료화학공학과,응용물리학과
95,1,1,전공기초,영역없음,23642,GEN0068,,일반화학1,,,Y,학사,장광석,3,3,0,일반,53,월(10:30-12:00)수(15:00-16:30),"ERICA 제1공학관 504 강의실,ERICA 제1공학관 504 강의실",O,,재료화학공학과,화학분자공학과
96,1,1,전공기초,영역없음,23644,GEN0070,,일반화학실험1,학과반(1학년) 1반 동일 =,,Y,학사,박경호,1,0,2,일반,53,목(13:00-15:00),ERICA 제2과학기술관 일반화학실험실1,O,,재료화학공학과,화학분자공학과
97,1,1,전공기초,영역없음,23646,GEN2052,,미분적분학1,,,Y,학사,한정순,3,3,0,일반,52,월(09:00-10:30)목(09:00-10:30),"ERICA 제1공학관 506 강의실,ERICA 제1공학관 506 강의실",O,,재료화학공학과,응용수학과
98,1,1,전공기초,영역없음,23652,DAN1058,,한국무용실기,,,N,학사,이민애,2,0,2,일반,40,목(09:00-11:00), 체육관 제4무용실,O,,무용예술학과,무용예술학과
99,1,1,전공기초,영역없음,23654,DAN1060,,발레실기,,,N,학사,,2,0,2,일반,40,금(13:00-15:00), 체육관 제3무용실,O,,무용예술학과,무용예술학과
100,1,1,전공기초,영역없음,23665,DCE1006,,전문체육인의방향모색,,,N,학사,박재우,2,2,0,일반,40,목(11:00-13:00),ERICA 체육관 시청각실,O,IC-PBL.,스포츠과학부,스포츠과학부
101,1,3,전공기초,영역없음,23667,DCE1006,,전문체육인의방향모색,,,N,학사,,2,2,0,일반,40,목(09:00-11:00),서울 올림픽체육관 224강의실,O,,스포츠과학부,스포츠과학부
102,1,2,전공기초,영역없음,23669,DCE1007,,스포츠과학개론,,,N,학사,김정미,2,2,0,일반,40,금(09:00-11:00),ERICA 체육관 시청각실,O,,스포츠과학부,스포츠과학부
103,1,2,전공기초,영역없음,23674,PHE1011,,육상1,,,N,학사,어경태,2,0,2,일반,40,화(16:00-18:00),ERICA 체육관 시청각실,O,,스포츠과학부,스포츠과학부
104,1,3,전공기초,영역없음,23674,PHE1011,,육상1,,,N,학사,어경태,2,0,2,일반,40,화(16:00-18:00),ERICA 체육관 시청각실,O,,스포츠과학부,스포츠과학부
105,1,1,전공기초,영역없음,23687,GEN0063,,일반물리학1,,,Y,학사,강보수,3,3,0,일반,40,월(09:00-10:30)목(09:00-10:30),"ERICA 제2공학관 401 강의실,ERICA 제2공학관 401 강의실",O,,건설환경공학과,응용물리학과
106,1,1,전공기초,영역없음,23689,GEN0068,,일반화학1,,,Y,학사,임민경,3,3,0,일반,40,화(14:30-16:00)목(14:30-16:00),"ERICA 제2공학관 422 강의실,ERICA 제2공학관 422 강의실",O,,건설환경공학과,화학분자공학과
107,1,1,전공기초,영역없음,23691,GEN2052,,미분적분학1,,,Y,학사,장우성,3,3,0,일반,40,화(13:00-14:30)목(10:30-12:00),"ERICA 제2공학관 401 강의실,ERICA 제2공학관 401 강의실",O,,건설환경공학과,응용수학과
